医院名称,等级,特色,电话,地址,简介,科室列表
巨野县人民医院,无,无,"0530-8210400(门诊),0530-8212460(办公室)",巨野县城文化路3号,,"1.内科
2.神经内科
3.心肾内科
4.急救中心
5.骨科
6.胸外―泌尿外科
7.普通外科
8.神经外科
9.儿科
10.妇产科
11.ICU
12.皮肤科
13.眼科
14.中医科
15.口腔科
16.耳鼻喉科
"
山东曹县中医医院,无,无,0530-3231946(办公室),曹县县城北关,,"1.内科
2.妇产科
3.外科
4.中西医结合科
5.急诊科
6.药剂科
7.麻醉科
"
山东省单县妇幼保健院,无,无,"0530-4662594,0530-4629005(院办)",山东单县湖西路中段112号,,"1.乳腺外科
2.妇产科
3.小儿营养保健科
4.儿科
"
牡丹区中心医院,无,无,0530-5538500(院办),山东省菏泽市牡丹区东方红大街351号,,"1.儿科
"
成武县妇幼保健院,无,无,"0530-8686868(值班电话),0530-8650999(急诊电话)",山东菏泽县城老城街282号,,"1.产科
"
德州市人民医院,三级甲等,无,"0534-2637114(总机),0534-2637120(急救)",山东省德州市新湖大街1751号,,"1.心血管内科
2.内分泌科
3.消化内科
4.感染科
5.神经内科
6.呼吸内科
7.肾内科
8.血液内科
9.急诊科
10.骨外科
11.神经外科
12.泌尿外科
13.肛肠科
14.普通外科
15.心胸外科
16.烧伤整形外科
17.肝胆血管外科
18.妇产科
19.小儿科
20.小儿外科
21.眼科
22.口腔科
23.皮肤性病科
24.肿瘤科
25.中医科
26.心理咨询科
27.麻醉手术科
28.耳鼻喉科
29.心电研究室
30.营养膳食科
31.理疗科
32.超声科
"
德州市立医院,无,无,"0534-2638040(门诊办公室),0534-2638120(急诊)",德城区三八中路1766号,,"1.心内科
2.内分泌科
3.呼吸科
4.神经内科
5.肾病内科
6.消化内科
7.急诊科
8.外科
9.颅脑外科
10.骨外科
11.血管外科
12.心胸外科
13.泌尿外科
14.整形科
15.妇产科
16.儿科
17.皮肤科
18.眼科
19.耳鼻喉科
20.中医科
21.口腔科
22.肿瘤科
23.针灸理疗科
24.重症监护室
25.干部病房
26.介入医学科
"
武城县人民医院,无,无,0534-6217909(办公室),武城县新城文化西街5号,,"1.心血管内科
2.内科
3.神经内科
4.内分泌科
5.呼吸科
6.消化内科
7.血透中心
8.急诊科
9.骨科
10.普外科
11.神经外科
12.妇产科
13.儿科
14.疼痛科
15.口腔科
16.眼科
17.影像科
18.放射科
19.麻醉科
20.药剂科
21.检验科
22.耳鼻喉科
23.中医科
24.特检科
25.皮肤科
26.心理咨询门诊
"
乐陵市人民医院,无,无,0534-6221381,乐陵市安居路38号,,"1.心血管内科
2.普通内科
3.消化内科
4.神经内科
5.内分泌科
6.呼吸科
7.急诊科
8.神经外科
9.泌尿外科
10.普外科
11.骨科
12.胸外科
13.肝胆外科
14.儿科
15.妇产科
16.眼科
17.耳鼻喉科
18.口腔科
19.中医科
20.肿瘤科
"
平原县第一人民医院,无,无,0534-4258214(门诊),平原县平原镇西街路209号,平原县第一人民医院是一所集医疗、教学、预防和保健于一体的二级甲等综合医院。医院始建于1947年，现占地面积8.1万平方米，建筑面积4.5万平方米，由综合门诊楼、内科病房楼、外科病房楼、妇产科（儿科）病房楼等组成，院内环境优雅，设施齐全。医院设有临床科室36个，医技科室16个；共有职工571人，专业技术人员468人，其中高级职称43人，中级职称231人；开放床位374张，年门诊量15万人次，住院2.4万人次。    平原县人民医院不断引进先进的医疗设备，目前已拥有美国GE公司生产的螺旋CT机、C型臂数字减影X光机、美国杜邦全自动生化分析仪、美国熊牌呼吸机、日本潘太克斯电子胃镜、日立全数字彩超、日本尼普洛血液透析机、体内伽玛刀、热疗系统、三维适形肿瘤放疗系统等高、精、尖现代化设备100多台（套）。    平原县人民医院近几年来在新一届医院领导班子的带领下，全院干部职工秉承“以病人为中心，以质量为核心”的办院宗旨，坚持“科技兴院、人才兴院”的发展战略，注重人才培养和新业务、新技术的研究和应用，先后选派近百名青年技术骨干赴北京、天津、济南等上级医院进修学习，学科优势和人才梯队已初步形成，并成功打造了放疗中心、热疗中心、血液透析中心、甲亢治疗中心、介入治疗中心、康复中心、肿瘤专科、新生儿监护病房和高标准的ICU病房等特色专科。医院组织完成的科研项目《β—内啡肽阻滞剂早期冲击疗对心肺脑复苏的临床研究》通过了山东省科技厅的鉴定，达到了国内领先水平。血液透析室与济南市中心医院肾脏病血液透析中心联合开展治疗，技术水平位居全市同级医院前列；科室开展的《血浆预冲HA型树脂灌流器抢救重症有机磷中毒的价值》获德州市科技进步二等奖。外四科成功完成的“壶腹癌行胰十二指肠切除术”，纵隔肿瘤（恶性胸腺瘤）切除术，肝癌行半肝切除术等4例高难度手术，达到省级医院的技术水平。妇二科成功为70多岁的患者摘除巨大卵巢肿瘤（25Kg重），属国内罕见。康复中心与省齐鲁医院理疗康复中心实现技术共享，定期邀请省级专家来院指导、会诊，在科室创立之初便实现了与省级医院技术同步。儿童保健中心为全县近千名儿童建立了健康档案，并积极开展了儿童微量元素检测、智力测验等业务。在近几年来开展的行冠脉造影、支架植入、先心病动脉导管未闭伞堵术、微创穿刺治疗颅内血肿、慢性硬膜下血肿引流、多贝斯治疗周围闭塞性动脉硬化、烧伤专业开展的大面积Ⅲ度烧伤削痂植皮术、高难度肩胛骨骨折切开复位内固定术、股骨干合并股骨颈骨折重建珈玛钉内固定术，颈椎前后联合入路治疗颈椎骨折脱位和脊髓型颈椎病，腹腔镜胆囊切除术、胰腺癌术中质子植入术、脑血管畸形手术治疗，在纤维镜下行喉部良性肿瘤术，椎动脉假性动脉瘤栓塞术、前列腺支架置入术、幽门狭窄支架置入术、内放疗粒子食道支架置入术等一批新项目均走在全市同级医院的前列。    平原县人民医院被中华医院管理学会评为首批“全国百姓放心示范医院”，2006年被山东省卫生厅评为全省卫生系统“诚信建设先进单位”， 连年被评为“德州市卫生系统先进单位”。,"1.内科
2.肾内科
3.外科
4.骨科
5.泌尿外科
6.小儿科
7.妇科
8.康复科
9.中医科
10.查体中心
"
德州市中医院,无,无,"0534-2725066(东院),0534-2220500(西院)",东院区地址：德州市天衢东路1165号；西院区地址：德州市东方红西路4...,,"1.中医妇产科
2.中医骨科
3.肿瘤科
4.眼科
"
山东省庆云县人民医院,无,无,无,无,,"1.神经内科
2.肾内风湿免疫科
3.儿科
4.中医科
"
乐陵市中医院,无,无,无,乐陵市枣城南大街204号,,"1.骨科
2.儿科
"
德州市妇幼保健院,无,无,0534-2321146,德州市东地中大街835号,,"1.产科
2.儿科
3.小儿眼科
"
滨州医学院附属医院,三级甲等,无,"0543-3256544(导医),0543-3256506(医院办公室),0543-3256524(医院夜间总值班)",滨州市黄河二路661号,,"1.神经内科
2.消化内科
3.内分泌科
4.心血管内科
5.呼吸内科
6.血液内科
7.感染性疾病科
8.老年医学科
9.风湿免疫科
10.肾内科
11.急救科
12.急诊外科
13.烧伤整形外科
14.神经外科
15.脊柱外科
16.甲状腺乳腺外科
17.胸外科
18.创伤骨科
19.肝胆外科
20.骨关节外科
21.肛肠外科
22.胃肠外科
23.泌尿外科
24.手足外科
25.心脏外科
26.妇产科
27.儿科
28.儿外科
29.儿童保健科
30.小儿消化科
31.小儿肾病科
32.儿童消化与肾病科
33.生殖医学中心
34.中医科
35.口腔颌面外科
36.皮肤性病科
37.耳鼻咽喉科
38.疼痛康复科
39.口腔矫形科
40.口腔内科
41.肿瘤科
42.介入医学科
43.眼科
44.病理科
45.麻醉科
46.放射科
47.体检中心
48.心理咨询科
49.药剂科
50.超声科
51.口腔种植中心
"
惠民县人民医院,无,无,0543-5832001(院办),山东省惠民县李庄镇,,"1.内科
2.神经内科
3.急诊科
4.普外科
5.泌尿外科
6.小儿科
7.妇产科
8.放射科
9.麻醉科
10.口腔科
11.眼科
12.耳鼻喉
13.检验科
14.影像科
15.透析室
"
沾化区人民医院,无,无,0543-7322488,沾化区富电路339号,,"1.内科
2.内分泌、肾内科
3.急诊科
4.外科
5.骨外科
6.儿科
7.妇产科
8.眼科
9.中医科
"
邹平市中医院,三级甲等,无,0543-4350158(办公室),邹平县城黛溪西路16号,邹平中医院位于泰岳之东黄山脚下、黄河之畔黛溪河岸的邹平县中医院，是一所集医疗急救、科研教学、整体护理、预防保健、康复体检于一体的现代化综合性非营利性医疗保险定点单位、二级甲等中医医院、“爱婴医院”。邹平县中医院先后被授予“全国卫生文明建设先进单位”、“全省卫生系统先进集体”、“全省中医工作先进集体”、“全省医疗质量管理效益年活动先进集体”、“山东社会信誉知名医院”、“全省市（县、区）级医院经济管理先进单位”、“省医疗保险定点医院目标规范化管理先进单位”、“市消费者满意单位”、“第一届山东省价格诚信单位”和“中国千家农村医院数字化扶持工程项目医院”、“行风热线优秀单位”、连年 “市级文明单位” 等荣誉称号。     邹平中医院随着改革开放的强劲东风，特别在宋淑平同志任中医院院长以来，邹平中医院与时俱进、不断创新，走“质量建院、人才立院、科教兴院”之路，以发展为主题，以改革为动力，突出中医药特色文化，打造“信誉、服务、技术、管理”四大品牌。引进了国内先进医学诊疗技术，并与国内多家一流的医疗机构、医学科研机构建立了长期广泛的技术合作机制。    邹平中医院配备了国内外先进的心肺复苏仪、X光机、彩超、全自动生化仪、多极射频消融系统、臭氧发生器、无创呼吸机、大小C型臂、准分子激光治疗仪、CR、CCD彩色医学影象系统、核磁共振、螺旋CT、利普刀、伽马刀、光子刀、海扶刀、直线加速器、神经中央监护、彩色多普勒诊断仪、内窥镜（宫腔镜、腹腔镜）、关节镜、静脉曲张去除系统、急救呼吸监护系统、微创介入治疗系统、消融刀、电子胃镜、数字胃肠机等高、精、尖诊疗设备。坚持“以人为本”的建院方针，广纳国内外优秀医疗人才，已拥有中高级技术人员近百名，构建了一支高水准的专家队伍，有力地保障了高水平、高疗效的诊断治疗质量。建立了一套现代化医疗服务模式，电子屏显示就医指南、医疗限价及药品即时价格，实行全程导医服务，网络化管理，电子处方，流程简便，极大方便患者就医。邹平县中医院以“诚信·优质·温馨·便捷”的服务理念、合理的收费，幽雅环境，温馨舒适，为广大就医者及社会各界人士所接纳。 邹平县中医院始终把医疗质量管理和优质服务放在首位，大力实施“树名医、创名科、建名院”战略。 ①通过靠人才优势创建特色专科，围绕特色专科在人力、物力、财力等方面加大投入，引进先进诊疗技术，外引内联，上下联合，以点带面，提高了医院的核心竞争力，取得了良好的效果。2004年肿瘤科被评为省重点中医专科，2006年被评为滨州市知名科室和国家级重点专科建设单位，心内科2005年被评为滨州市知名科室。先后有两人被评为市级名医，五人被评为县级学科带头人。高度重视急诊急救工作，开通急诊“生命绿色通道”，建立起适合医院特色的心脑血管介入、外科急救、会诊、分诊联动机制，提高了对突发事件的处置能力和抢救成功率。坚持突出中医特色，高度重视中医药现代化建设和中西医结合诊治工作，大力提高日常诊疗中的中医药参与率，部分科室中药参与率达到30&#xFF05;～50&#xFF05;，引进了中药配方颗粒，极大方便患者携带与服用，几十个品种的自制中药制剂在临床得到广泛使用，实现了中医药服务效益的最大化，并充分发挥中医中药工作的“龙头”作用，带动全县中医工作全面发展，2004年顺利通过了省农村中医工作先进县验收。②成立了医疗质量监控小组，制定了完善的规章制度，狠抓环节管理。大力推行“院-科-组”三级医疗管理网络，将标准层层分解、细化，明确科组负责人是医疗质量管理第一责任人，科室负责人每月组织专题会议以研究提高医疗质量和保证医疗安全工作，落实年度或阶段医疗工作计划的执行、检查、评估和奖惩制度。完善医疗质量考核标准，强化三基三严训练，广泛开展岗位技术练兵，规范病历文书书写，使医院的医疗质量得到稳步提高，十余年来没有发生过一起严重医疗事故。 ③以“创建百姓满意医院、争当优质服务标兵”活动为平台，坚持解放思想，改善工作作风，进一步强化人性化服务理念，抛弃满、懒、散等陈规陋习，扎实工作，加强合作，变被动等待服务为主动热情服务，以满足患者的需要为最大目标，规范服务行为，实行文明用语，注重心理和细节服务，针对患者需要开展个性化、人性化服务，加强医患、护患沟通和科室的交流与合作，逐步实现医疗服务的规范化、礼仪化和人性化，努力提供全程优质服务，赢得患者好评。加强医院行业作风建设，树立良好的职业道德，拒收“红包、回扣”等各种不正当收益，提高整体素质，打造一流的职工队伍。广泛开展惠民医疗服务活动，实行医疗项目限价服务和各种优惠医疗服务，累计让利于民五百余万元。同时，高度重视基础投入，对全院进行了绿化、亮化、美化，建成了园林式、生态型、现代化综合医院，就诊环境明显改善，拟2009年建设12层门诊病房综合大楼，进一步满足群众的健康需求。     邹平中医院建院二十五年来，社会效益和经济效益显著提高，医疗用房已有1983年的2590㎡增至2007年的19875㎡，床位则有40张增至320张，科室设置则有5个科室增至66个科室，门诊病人则由3万人次增至13.5万人次；急诊病人则由100多人次增至9266人次；出院病人则由1千多人次增至8261人次；健康查体则由350人次增至1.5万人次；预防接种则由19532增至24763人次；业务收入有1983年的14.7万元增至2007年的6300余万元；固定资产则从11.93万元增至1.2亿元；科研成果市级50余项，论著30余部，论文1700余篇，成为了区域内有着较强影响力的综合性二级甲等医院。,"1.中医内科
2.中医神经内科
3.肺病科
4.妇科
5.骨科
6.中医肛肠科
7.小儿科
8.肿瘤科
9.针灸推拿科
10.中医五官科
11.皮肤性病科
12.手足外科
13.产科
14.普外科
15.两腺胸外科
16.放射科
17.口腔科
18.神经外科
19.重症监护室
20.检验科
21.麻醉科
22.内分泌科
23.消化内科
24.心血管内科
25.呼吸内科
"
